FECHA|CASOS|MUERTES|COUNTRY
30/03/2020|71|0|Latvia
31/03/2020|0|0|Latvia
01/04/2020|22|0|Latvia
02/04/2020|48|0|Latvia
03/04/2020|12|0|Latvia
04/04/2020|35|1|Latvia
05/04/2020|16|0|Latvia
06/04/2020|24|0|Latvia
07/04/2020|9|0|Latvia
08/04/2020|6|1|Latvia
09/04/2020|29|0|Latvia
10/04/2020|12|0|Latvia
11/04/2020|23|0|Latvia
12/04/2020|18|1|Latvia
13/04/2020|21|2|Latvia
14/04/2020|4|0|Latvia
22/02/2020|1|0|Lebanon
23/02/2020|0|0|Lebanon
24/02/2020|0|0|Lebanon
25/02/2020|0|0|Lebanon
26/02/2020|0|0|Lebanon
27/02/2020|1|0|Lebanon
28/02/2020|1|0|Lebanon
29/02/2020|0|0|Lebanon
01/03/2020|1|0|Lebanon
02/03/2020|6|0|Lebanon
03/03/2020|3|0|Lebanon
06/03/2020|3|0|Lebanon
07/03/2020|6|0|Lebanon
09/03/2020|10|0|Lebanon
10/03/2020|9|0|Lebanon
11/03/2020|0|1|Lebanon
12/03/2020|20|1|Lebanon
13/03/2020|5|0|Lebanon
15/03/2020|27|1|Lebanon
16/03/2020|6|0|Lebanon
17/03/2020|21|0|Lebanon
18/03/2020|0|0|Lebanon
19/03/2020|13|1|Lebanon
20/03/2020|16|0|Lebanon
21/03/2020|14|0|Lebanon
22/03/2020|67|0|Lebanon
23/03/2020|18|0|Lebanon
24/03/2020|19|0|Lebanon
25/03/2020|37|0|Lebanon
26/03/2020|29|0|Lebanon
27/03/2020|35|2|Lebanon
28/03/2020|23|1|Lebanon
29/03/2020|21|1|Lebanon
30/03/2020|26|2|Lebanon
31/03/2020|8|1|Lebanon
01/04/2020|17|1|Lebanon
02/04/2020|16|0|Lebanon
03/04/2020|15|4|Lebanon
04/04/2020|0|0|Lebanon
05/04/2020|26|1|Lebanon
06/04/2020|7|1|Lebanon
07/04/2020|14|1|Lebanon
08/04/2020|7|0|Lebanon
09/04/2020|27|0|Lebanon
10/04/2020|7|0|Lebanon
11/04/2020|27|1|Lebanon
12/04/2020|10|0|Lebanon
13/04/2020|11|0|Lebanon
14/04/2020|2|0|Lebanon
17/03/2020|1|0|Liberia
18/03/2020|1|0|Liberia
19/03/2020|0|0|Liberia
20/03/2020|0|0|Liberia
21/03/2020|0|0|Liberia
22/03/2020|1|0|Liberia
23/03/2020|0|0|Liberia
24/03/2020|0|0|Liberia
25/03/2020|0|0|Liberia
26/03/2020|0|0|Liberia
27/03/2020|0|0|Liberia
28/03/2020|0|0|Liberia
29/03/2020|0|0|Liberia
30/03/2020|0|0|Liberia
31/03/2020|0|0|Liberia
01/04/2020|0|0|Liberia
02/04/2020|3|0|Liberia
03/04/2020|0|0|Liberia
04/04/2020|1|0|Liberia
05/04/2020|3|1|Liberia
06/04/2020|3|2|Liberia
07/04/2020|1|0|Liberia
08/04/2020|0|0|Liberia
09/04/2020|17|1|Liberia
10/04/2020|0|0|Liberia
11/04/2020|6|0|Liberia
12/04/2020|11|1|Liberia
13/04/2020|2|0|Liberia
14/04/2020|9|1|Liberia
25/03/2020|1|0|Libya
26/03/2020|0|0|Libya
27/03/2020|0|0|Libya
28/03/2020|0|0|Libya
29/03/2020|0|0|Libya
30/03/2020|7|0|Libya
31/03/2020|0|0|Libya
01/04/2020|2|0|Libya
02/04/2020|0|0|Libya
03/04/2020|1|1|Libya
04/04/2020|0|0|Libya
05/04/2020|7|0|Libya
06/04/2020|0|0|Libya
07/04/2020|0|0|Libya
08/04/2020|1|0|Libya
09/04/2020|2|0|Libya
10/04/2020|3|0|Libya
11/04/2020|0|0|Libya
12/04/2020|1|0|Libya
13/04/2020|0|0|Libya
14/04/2020|1|0|Libya
05/03/2020|1|0|Liechtenstein
12/03/2020|2|0|Liechtenstein
13/03/2020|1|0|Liechtenstein
14/03/2020|0|0|Liechtenstein
15/03/2020|0|0|Liechtenstein
16/03/2020|3|0|Liechtenstein
17/03/2020|0|0|Liechtenstein
18/03/2020|0|0|Liechtenstein
19/03/2020|18|0|Liechtenstein
20/03/2020|0|0|Liechtenstein
21/03/2020|9|0|Liechtenstein
22/03/2020|2|0|Liechtenstein
23/03/2020|10|0|Liechtenstein
24/03/2020|0|0|Liechtenstein
25/03/2020|1|0|Liechtenstein
26/03/2020|4|0|Liechtenstein
27/03/2020|5|0|Liechtenstein
28/03/2020|4|0|Liechtenstein
29/03/2020|1|0|Liechtenstein
30/03/2020|1|0|Liechtenstein
31/03/2020|2|0|Liechtenstein
01/04/2020|4|0|Liechtenstein
02/04/2020|4|0|Liechtenstein
03/04/2020|3|0|Liechtenstein
04/04/2020|0|0|Liechtenstein
05/04/2020|2|1|Liechtenstein
06/04/2020|1|0|Liechtenstein
07/04/2020|0|0|Liechtenstein
08/04/2020|0|0|Liechtenstein
09/04/2020|1|0|Liechtenstein
10/04/2020|0|0|Liechtenstein
11/04/2020|1|0|Liechtenstein
12/04/2020|0|0|Liechtenstein
13/04/2020|0|0|Liechtenstein
14/04/2020|1|0|Liechtenstein
28/02/2020|1|0|Lithuania
29/02/2020|0|0|Lithuania
01/03/2020|0|0|Lithuania
02/03/2020|0|0|Lithuania
11/03/2020|2|0|Lithuania
12/03/2020|0|0|Lithuania
14/03/2020|3|0|Lithuania
15/03/2020|3|0|Lithuania
16/03/2020|5|0|Lithuania
17/03/2020|3|0|Lithuania
18/03/2020|8|0|Lithuania
19/03/2020|8|0|Lithuania
20/03/2020|15|0|Lithuania
21/03/2020|21|1|Lithuania
22/03/2020|36|0|Lithuania
23/03/2020|38|0|Lithuania
24/03/2020|36|0|Lithuania
25/03/2020|30|1|Lithuania
26/03/2020|65|2|Lithuania
27/03/2020|25|0|Lithuania
28/03/2020|59|1|Lithuania
29/03/2020|36|2|Lithuania
30/03/2020|90|0|Lithuania
31/03/2020|0|0|Lithuania
01/04/2020|49|0|Lithuania
02/04/2020|48|1|Lithuania
03/04/2020|68|1|Lithuania
04/04/2020|122|0|Lithuania
05/04/2020|0|0|Lithuania
06/04/2020|40|4|Lithuania
07/04/2020|32|1|Lithuania
08/04/2020|37|1|Lithuania
09/04/2020|32|0|Lithuania
10/04/2020|43|0|Lithuania
11/04/2020|44|2|Lithuania
12/04/2020|54|6|Lithuania
13/04/2020|9|1|Lithuania
14/04/2020|8|0|Lithuania
01/03/2020|1|0|Luxembourg
02/03/2020|0|0|Luxembourg
07/03/2020|2|0|Luxembourg
09/03/2020|2|0|Luxembourg
11/03/2020|2|0|Luxembourg
12/03/2020|0|0|Luxembourg
13/03/2020|19|0|Luxembourg
14/03/2020|12|1|Luxembourg
16/03/2020|39|0|Luxembourg
17/03/2020|4|0|Luxembourg
18/03/2020|59|0|Luxembourg
19/03/2020|70|1|Luxembourg
20/03/2020|135|2|Luxembourg
21/03/2020|139|1|Luxembourg
22/03/2020|186|3|Luxembourg
23/03/2020|128|0|Luxembourg
24/03/2020|77|0|Luxembourg
25/03/2020|224|0|Luxembourg
26/03/2020|234|0|Luxembourg
27/03/2020|120|1|Luxembourg
28/03/2020|152|6|Luxembourg
29/03/2020|226|3|Luxembourg
30/03/2020|119|3|Luxembourg
31/03/2020|38|1|Luxembourg
01/04/2020|190|1|Luxembourg
02/04/2020|141|6|Luxembourg
03/04/2020|168|1|Luxembourg
04/04/2020|125|1|Luxembourg
05/04/2020|117|0|Luxembourg
06/04/2020|75|5|Luxembourg
07/04/2020|39|5|Luxembourg
08/04/2020|127|3|Luxembourg
09/04/2020|64|2|Luxembourg
10/04/2020|81|6|Luxembourg
11/04/2020|108|2|Luxembourg
12/04/2020|47|8|Luxembourg
13/04/2020|11|4|Luxembourg
14/04/2020|11|3|Luxembourg
21/03/2020|3|0|Madagascar
22/03/2020|0|0|Madagascar
23/03/2020|0|0|Madagascar
24/03/2020|14|0|Madagascar
25/03/2020|2|0|Madagascar
26/03/2020|0|0|Madagascar
27/03/2020|4|0|Madagascar
28/03/2020|1|0|Madagascar
29/03/2020|4|0|Madagascar
30/03/2020|9|0|Madagascar
31/03/2020|7|0|Madagascar
01/04/2020|2|0|Madagascar
02/04/2020|8|0|Madagascar
03/04/2020|5|0|Madagascar
04/04/2020|6|0|Madagascar
05/04/2020|6|0|Madagascar
06/04/2020|1|0|Madagascar
07/04/2020|5|0|Madagascar
08/04/2020|8|0|Madagascar
09/04/2020|8|0|Madagascar
10/04/2020|0|0|Madagascar
11/04/2020|9|0|Madagascar
12/04/2020|0|0|Madagascar
13/04/2020|4|0|Madagascar
14/04/2020|0|0|Madagascar
03/04/2020|3|0|Malawi
04/04/2020|0|0|Malawi
05/04/2020|1|0|Malawi
06/04/2020|0|0|Malawi
07/04/2020|1|0|Malawi
08/04/2020|3|1|Malawi
09/04/2020|0|0|Malawi
10/04/2020|0|0|Malawi
11/04/2020|1|0|Malawi
12/04/2020|3|1|Malawi
13/04/2020|1|0|Malawi
14/04/2020|3|0|Malawi
25/01/2020|3|0|Malaysia
26/01/2020|1|0|Malaysia
27/01/2020|0|0|Malaysia
28/01/2020|0|0|Malaysia
29/01/2020|3|0|Malaysia
30/01/2020|0|0|Malaysia
31/01/2020|1|0|Malaysia
01/02/2020|0|0|Malaysia
02/02/2020|0|0|Malaysia
03/02/2020|0|0|Malaysia
04/02/2020|0|0|Malaysia
05/02/2020|2|0|Malaysia
06/02/2020|2|0|Malaysia
07/02/2020|2|0|Malaysia
08/02/2020|1|0|Malaysia
09/02/2020|1|0|Malaysia
10/02/2020|2|0|Malaysia
11/02/2020|0|0|Malaysia
12/02/2020|0|0|Malaysia
13/02/2020|0|0|Malaysia
14/02/2020|1|0|Malaysia
15/02/2020|2|0|Malaysia
16/02/2020|1|0|Malaysia
17/02/2020|0|0|Malaysia
18/02/2020|0|0|Malaysia
19/02/2020|0|0|Malaysia
20/02/2020|0|0|Malaysia
21/02/2020|0|0|Malaysia
22/02/2020|0|0|Malaysia
23/02/2020|0|0|Malaysia
24/02/2020|0|0|Malaysia
25/02/2020|0|0|Malaysia
26/02/2020|0|0|Malaysia
27/02/2020|0|0|Malaysia
28/02/2020|1|0|Malaysia
29/02/2020|2|0|Malaysia
01/03/2020|0|0|Malaysia
02/03/2020|4|0|Malaysia
04/03/2020|7|0|Malaysia
05/03/2020|14|0|Malaysia
06/03/2020|0|0|Malaysia
07/03/2020|33|0|Malaysia
08/03/2020|10|0|Malaysia
09/03/2020|6|0|Malaysia
10/03/2020|18|0|Malaysia
11/03/2020|12|0|Malaysia
12/03/2020|20|0|Malaysia
13/03/2020|9|0|Malaysia
14/03/2020|39|0|Malaysia
15/03/2020|41|0|Malaysia
16/03/2020|190|0|Malaysia
17/03/2020|125|0|Malaysia
18/03/2020|120|2|Malaysia
19/03/2020|117|0|Malaysia
20/03/2020|110|0|Malaysia
21/03/2020|130|0|Malaysia
22/03/2020|153|2|Malaysia
23/03/2020|123|6|Malaysia
24/03/2020|212|4|Malaysia
25/03/2020|106|1|Malaysia
26/03/2020|172|4|Malaysia
27/03/2020|235|4|Malaysia
28/03/2020|130|3|Malaysia
29/03/2020|159|1|Malaysia
30/03/2020|150|7|Malaysia
31/03/2020|156|3|Malaysia
01/04/2020|0|0|Malaysia
02/04/2020|282|8|Malaysia
03/04/2020|208|5|Malaysia
04/04/2020|217|3|Malaysia
05/04/2020|150|4|Malaysia
06/04/2020|179|4|Malaysia
07/04/2020|131|1|Malaysia
08/04/2020|170|1|Malaysia
09/04/2020|156|2|Malaysia
10/04/2020|109|2|Malaysia
11/04/2020|118|3|Malaysia
12/04/2020|184|3|Malaysia
13/04/2020|153|3|Malaysia
14/04/2020|134|1|Malaysia
08/03/2020|2|0|Maldives
09/03/2020|2|0|Maldives
11/03/2020|2|0|Maldives
12/03/2020|2|0|Maldives
14/03/2020|1|0|Maldives
15/03/2020|0|0|Maldives
16/03/2020|4|0|Maldives
17/03/2020|0|0|Maldives
18/03/2020|0|0|Maldives
19/03/2020|0|0|Maldives
20/03/2020|0|0|Maldives
21/03/2020|0|0|Maldives
22/03/2020|0|0|Maldives
23/03/2020|0|0|Maldives
24/03/2020|0|0|Maldives
25/03/2020|0|0|Maldives
26/03/2020|0|0|Maldives
27/03/2020|0|0|Maldives
28/03/2020|1|0|Maldives
29/03/2020|2|0|Maldives
30/03/2020|1|0|Maldives
31/03/2020|0|0|Maldives
01/04/2020|1|0|Maldives
02/04/2020|1|0|Maldives
03/04/2020|0|0|Maldives
04/04/2020|0|0|Maldives
05/04/2020|0|0|Maldives
06/04/2020|0|0|Maldives
07/04/2020|0|0|Maldives
08/04/2020|0|0|Maldives
09/04/2020|0|0|Maldives
10/04/2020|0|0|Maldives
11/04/2020|0|0|Maldives
12/04/2020|0|0|Maldives
13/04/2020|1|0|Maldives
14/04/2020|0|0|Maldives
26/03/2020|2|0|Mali
27/03/2020|2|0|Mali
28/03/2020|0|0|Mali
29/03/2020|5|0|Mali
30/03/2020|9|0|Mali
31/03/2020|0|0|Mali
01/04/2020|0|1|Mali
02/04/2020|10|0|Mali
03/04/2020|8|2|Mali
04/04/2020|3|0|Mali
05/04/2020|2|0|Mali
06/04/2020|4|2|Mali
07/04/2020|2|0|Mali
08/04/2020|9|0|Mali
09/04/2020|3|2|Mali
10/04/2020|0|0|Mali
11/04/2020|28|0|Mali
12/04/2020|18|2|Mali
13/04/2020|11|0|Mali
14/04/2020|7|1|Mali
08/03/2020|3|0|Malta
10/03/2020|1|0|Malta
12/03/2020|2|0|Malta
13/03/2020|3|0|Malta
14/03/2020|3|0|Malta
15/03/2020|6|0|Malta
16/03/2020|3|0|Malta
17/03/2020|9|0|Malta
18/03/2020|8|0|Malta
19/03/2020|10|0|Malta
20/03/2020|5|0|Malta
21/03/2020|11|0|Malta
22/03/2020|9|0|Malta
23/03/2020|17|0|Malta
24/03/2020|17|0|Malta
25/03/2020|13|0|Malta
26/03/2020|9|0|Malta
27/03/2020|5|0|Malta
28/03/2020|5|0|Malta
29/03/2020|10|0|Malta
30/03/2020|2|0|Malta
31/03/2020|5|0|Malta
01/04/2020|11|0|Malta
02/04/2020|21|0|Malta
03/04/2020|7|0|Malta
04/04/2020|7|0|Malta
05/04/2020|11|0|Malta
06/04/2020|21|0|Malta
07/04/2020|7|0|Malta
08/04/2020|52|0|Malta
09/04/2020|6|1|Malta
10/04/2020|38|1|Malta
11/04/2020|13|0|Malta
12/04/2020|20|1|Malta
13/04/2020|8|0|Malta
14/04/2020|6|0|Malta
15/03/2020|1|0|Mauritania
16/03/2020|0|0|Mauritania
17/03/2020|0|0|Mauritania
18/03/2020|0|0|Mauritania
19/03/2020|0|0|Mauritania
20/03/2020|1|0|Mauritania
21/03/2020|0|0|Mauritania
22/03/2020|0|0|Mauritania
23/03/2020|0|0|Mauritania
24/03/2020|0|0|Mauritania
25/03/2020|0|0|Mauritania
26/03/2020|0|0|Mauritania
27/03/2020|1|0|Mauritania
28/03/2020|0|0|Mauritania
29/03/2020|2|0|Mauritania
30/03/2020|0|0|Mauritania
31/03/2020|0|0|Mauritania
01/04/2020|0|0|Mauritania
02/04/2020|0|0|Mauritania
03/04/2020|1|1|Mauritania
04/04/2020|0|0|Mauritania
05/04/2020|0|0|Mauritania
06/04/2020|0|0|Mauritania
07/04/2020|0|0|Mauritania
08/04/2020|0|0|Mauritania
09/04/2020|0|0|Mauritania
10/04/2020|1|0|Mauritania
11/04/2020|0|0|Mauritania
12/04/2020|0|0|Mauritania
13/04/2020|0|0|Mauritania
14/04/2020|0|0|Mauritania
20/03/2020|3|0|Mauritius
21/03/2020|9|0|Mauritius
22/03/2020|2|1|Mauritius
23/03/2020|14|1|Mauritius
24/03/2020|8|0|Mauritius
25/03/2020|6|0|Mauritius
26/03/2020|6|0|Mauritius
27/03/2020|33|0|Mauritius
28/03/2020|13|0|Mauritius
29/03/2020|8|0|Mauritius
30/03/2020|8|1|Mauritius
31/03/2020|18|0|Mauritius
01/04/2020|15|0|Mauritius
02/04/2020|11|2|Mauritius
03/04/2020|15|2|Mauritius
04/04/2020|17|0|Mauritius
05/04/2020|10|0|Mauritius
06/04/2020|31|0|Mauritius
07/04/2020|17|0|Mauritius
08/04/2020|24|0|Mauritius
09/04/2020|5|0|Mauritius
10/04/2020|41|0|Mauritius
11/04/2020|4|2|Mauritius
12/04/2020|1|0|Mauritius
13/04/2020|5|0|Mauritius
14/04/2020|0|0|Mauritius
29/02/2020|2|0|Mexico
01/03/2020|2|0|Mexico
02/03/2020|1|0|Mexico
09/03/2020|2|0|Mexico
12/03/2020|4|0|Mexico
13/03/2020|5|0|Mexico
14/03/2020|10|0|Mexico
15/03/2020|15|0|Mexico
16/03/2020|12|0|Mexico
17/03/2020|29|0|Mexico
18/03/2020|11|0|Mexico
19/03/2020|25|0|Mexico
20/03/2020|46|0|Mexico
21/03/2020|39|2|Mexico
22/03/2020|48|0|Mexico
23/03/2020|65|0|Mexico
24/03/2020|51|2|Mexico
25/03/2020|38|1|Mexico
26/03/2020|70|0|Mexico
27/03/2020|110|3|Mexico
28/03/2020|132|4|Mexico
29/03/2020|131|4|Mexico
30/03/2020|145|4|Mexico
31/03/2020|101|8|Mexico
01/04/2020|121|1|Mexico
02/04/2020|163|8|Mexico
03/04/2020|132|13|Mexico
04/04/2020|178|10|Mexico
05/04/2020|202|19|Mexico
06/04/2020|253|15|Mexico
07/04/2020|296|31|Mexico
08/04/2020|346|16|Mexico
09/04/2020|396|33|Mexico
10/04/2020|260|20|Mexico
11/04/2020|403|39|Mexico
12/04/2020|375|40|Mexico
13/04/2020|442|23|Mexico
14/04/2020|353|36|Mexico
08/03/2020|1|0|Moldova
11/03/2020|2|0|Moldova
12/03/2020|1|0|Moldova
13/03/2020|2|0|Moldova
14/03/2020|2|0|Moldova
15/03/2020|12|0|Moldova
16/03/2020|3|0|Moldova
17/03/2020|6|0|Moldova
18/03/2020|1|0|Moldova
19/03/2020|6|1|Moldova
20/03/2020|13|0|Moldova
21/03/2020|17|0|Moldova
22/03/2020|14|0|Moldova
23/03/2020|14|0|Moldova
24/03/2020|15|0|Moldova
25/03/2020|16|0|Moldova
26/03/2020|24|0|Moldova
27/03/2020|28|0|Moldova
28/03/2020|22|1|Moldova
29/03/2020|32|0|Moldova
30/03/2020|32|0|Moldova
31/03/2020|35|0|Moldova
01/04/2020|55|2|Moldova
02/04/2020|70|1|Moldova
03/04/2020|82|1|Moldova
04/04/2020|86|2|Moldova
05/04/2020|161|4|Moldova
06/04/2020|112|3|Moldova
07/04/2020|101|4|Moldova
08/04/2020|91|3|Moldova
09/04/2020|118|5|Moldova
10/04/2020|115|2|Moldova
11/04/2020|149|0|Moldova
12/04/2020|122|1|Moldova
13/04/2020|102|2|Moldova
14/04/2020|50|4|Moldova
29/02/2020|1|0|Monaco
01/03/2020|0|0|Monaco
02/03/2020|0|0|Monaco
15/03/2020|2|0|Monaco
16/03/2020|4|0|Monaco
17/03/2020|2|0|Monaco
18/03/2020|0|0|Monaco
19/03/2020|0|0|Monaco
20/03/2020|2|0|Monaco
21/03/2020|1|0|Monaco
22/03/2020|6|0|Monaco
23/03/2020|5|0|Monaco
24/03/2020|0|0|Monaco
25/03/2020|4|0|Monaco
26/03/2020|4|0|Monaco
27/03/2020|2|0|Monaco
28/03/2020|9|0|Monaco
29/03/2020|1|0|Monaco
30/03/2020|3|0|Monaco
31/03/2020|3|0|Monaco
01/04/2020|3|0|Monaco
02/04/2020|3|0|Monaco
03/04/2020|5|0|Monaco
04/04/2020|4|0|Monaco
05/04/2020|2|2|Monaco
06/04/2020|7|0|Monaco
07/04/2020|4|0|Monaco
08/04/2020|2|0|Monaco
09/04/2020|2|0|Monaco
10/04/2020|3|0|Monaco
11/04/2020|6|0|Monaco
12/04/2020|2|0|Monaco
13/04/2020|1|0|Monaco
14/04/2020|0|0|Monaco
10/03/2020|1|0|Mongolia
15/03/2020|0|0|Mongolia
18/03/2020|3|0|Mongolia
19/03/2020|1|0|Mongolia
20/03/2020|0|0|Mongolia
21/03/2020|1|0|Mongolia
22/03/2020|4|0|Mongolia
23/03/2020|0|0|Mongolia
24/03/2020|0|0|Mongolia
25/03/2020|0|0|Mongolia
26/03/2020|0|0|Mongolia
27/03/2020|1|0|Mongolia
28/03/2020|0|0|Mongolia
29/03/2020|1|0|Mongolia
30/03/2020|0|0|Mongolia
31/03/2020|0|0|Mongolia
01/04/2020|0|0|Mongolia
02/04/2020|2|0|Mongolia
03/04/2020|0|0|Mongolia
04/04/2020|0|0|Mongolia
05/04/2020|0|0|Mongolia
06/04/2020|0|0|Mongolia
07/04/2020|1|0|Mongolia
08/04/2020|0|0|Mongolia
09/04/2020|1|0|Mongolia
10/04/2020|0|0|Mongolia
11/04/2020|0|0|Mongolia
12/04/2020|0|0|Mongolia
13/04/2020|0|0|Mongolia
14/04/2020|0|0|Mongolia
18/03/2020|2|0|Montenegro
19/03/2020|6|0|Montenegro
20/03/2020|5|0|Montenegro
21/03/2020|1|0|Montenegro
22/03/2020|0|0|Montenegro
23/03/2020|7|0|Montenegro
24/03/2020|6|0|Montenegro
25/03/2020|20|0|Montenegro
26/03/2020|6|0|Montenegro
27/03/2020|14|1|Montenegro
28/03/2020|8|0|Montenegro
29/03/2020|9|0|Montenegro
30/03/2020|1|0|Montenegro
31/03/2020|6|0|Montenegro
01/04/2020|18|0|Montenegro
02/04/2020|14|0|Montenegro
03/04/2020|21|1|Montenegro
04/04/2020|30|0|Montenegro
05/04/2020|27|0|Montenegro
06/04/2020|13|0|Montenegro
07/04/2020|19|0|Montenegro
08/04/2020|8|0|Montenegro
09/04/2020|8|0|Montenegro
10/04/2020|3|0|Montenegro
11/04/2020|5|0|Montenegro
12/04/2020|6|0|Montenegro
13/04/2020|9|1|Montenegro
14/04/2020|2|0|Montenegro
21/03/2020|1|0|Montserrat
22/03/2020|0|0|Montserrat
23/03/2020|0|0|Montserrat
24/03/2020|0|0|Montserrat
25/03/2020|0|0|Montserrat
26/03/2020|0|0|Montserrat
27/03/2020|4|0|Montserrat
28/03/2020|0|0|Montserrat
29/03/2020|0|0|Montserrat
30/03/2020|0|0|Montserrat
31/03/2020|0|0|Montserrat
02/04/2020|0|0|Montserrat
03/04/2020|0|0|Montserrat
04/04/2020|0|0|Montserrat
05/04/2020|1|0|Montserrat
06/04/2020|0|0|Montserrat
07/04/2020|0|0|Montserrat
08/04/2020|0|0|Montserrat
09/04/2020|3|0|Montserrat
10/04/2020|0|0|Montserrat
11/04/2020|0|0|Montserrat
12/04/2020|0|0|Montserrat
13/04/2020|2|0|Montserrat
14/04/2020|0|0|Montserrat
03/03/2020|1|0|Morocco
06/03/2020|1|0|Morocco
12/03/2020|3|1|Morocco
13/03/2020|1|0|Morocco
14/03/2020|1|0|Morocco
15/03/2020|11|0|Morocco
16/03/2020|10|0|Morocco
17/03/2020|9|0|Morocco
18/03/2020|7|1|Morocco
19/03/2020|10|0|Morocco
20/03/2020|9|0|Morocco
21/03/2020|23|1|Morocco
22/03/2020|10|0|Morocco
23/03/2020|19|1|Morocco
24/03/2020|19|0|Morocco
25/03/2020|36|1|Morocco
26/03/2020|55|1|Morocco
27/03/2020|50|4|Morocco
28/03/2020|70|13|Morocco
29/03/2020|13|0|Morocco
30/03/2020|121|3|Morocco
31/03/2020|77|7|Morocco
01/04/2020|61|3|Morocco
02/04/2020|37|3|Morocco
03/04/2020|54|5|Morocco
04/04/2020|0|0|Morocco
05/04/2020|211|15|Morocco
06/04/2020|102|11|Morocco
07/04/2020|99|10|Morocco
08/04/2020|64|10|Morocco
09/04/2020|91|3|Morocco
10/04/2020|99|4|Morocco
11/04/2020|74|10|Morocco
12/04/2020|97|4|Morocco
13/04/2020|116|7|Morocco
14/04/2020|102|8|Morocco
23/03/2020|1|0|Mozambique
24/03/2020|0|0|Mozambique
25/03/2020|0|0|Mozambique
26/03/2020|4|0|Mozambique
27/03/2020|2|0|Mozambique
28/03/2020|0|0|Mozambique
29/03/2020|1|0|Mozambique
30/03/2020|0|0|Mozambique
31/03/2020|0|0|Mozambique
01/04/2020|0|0|Mozambique
02/04/2020|2|0|Mozambique
03/04/2020|0|0|Mozambique
04/04/2020|0|0|Mozambique
05/04/2020|0|0|Mozambique
06/04/2020|0|0|Mozambique
07/04/2020|0|0|Mozambique
08/04/2020|0|0|Mozambique
09/04/2020|7|0|Mozambique
10/04/2020|0|0|Mozambique
11/04/2020|3|0|Mozambique
12/04/2020|0|0|Mozambique
13/04/2020|1|0|Mozambique
14/04/2020|6|0|Mozambique
24/03/2020|2|0|Myanmar
25/03/2020|1|0|Myanmar
26/03/2020|0|0|Myanmar
27/03/2020|2|0|Myanmar
28/03/2020|0|0|Myanmar
29/03/2020|3|0|Myanmar
30/03/2020|0|0|Myanmar
31/03/2020|6|0|Myanmar
01/04/2020|1|1|Myanmar
02/04/2020|1|0|Myanmar
03/04/2020|4|0|Myanmar
04/04/2020|0|0|Myanmar
05/04/2020|1|0|Myanmar
06/04/2020|0|0|Myanmar
07/04/2020|1|0|Myanmar
08/04/2020|0|0|Myanmar
09/04/2020|0|2|Myanmar
10/04/2020|5|0|Myanmar
11/04/2020|1|0|Myanmar
12/04/2020|3|0|Myanmar
13/04/2020|10|1|Myanmar
14/04/2020|21|0|Myanmar
15/03/2020|2|0|Namibia
16/03/2020|0|0|Namibia
17/03/2020|0|0|Namibia
18/03/2020|0|0|Namibia
19/03/2020|0|0|Namibia
20/03/2020|0|0|Namibia
21/03/2020|1|0|Namibia
22/03/2020|0|0|Namibia
23/03/2020|0|0|Namibia
24/03/2020|0|0|Namibia
25/03/2020|0|0|Namibia
26/03/2020|1|0|Namibia
27/03/2020|4|0|Namibia
28/03/2020|0|0|Namibia
29/03/2020|0|0|Namibia
30/03/2020|3|0|Namibia
31/03/2020|0|0|Namibia
01/04/2020|0|0|Namibia
02/04/2020|2|0|Namibia
03/04/2020|0|0|Namibia
04/04/2020|1|0|Namibia
05/04/2020|0|0|Namibia
06/04/2020|2|0|Namibia
07/04/2020|0|0|Namibia
08/04/2020|0|0|Namibia
09/04/2020|0|0|Namibia
10/04/2020|0|0|Namibia
11/04/2020|0|0|Namibia
12/04/2020|0|0|Namibia
13/04/2020|0|0|Namibia
14/04/2020|0|0|Namibia
25/01/2020|1|0|Nepal
26/01/2020|0|0|Nepal
27/01/2020|0|0|Nepal
28/01/2020|0|0|Nepal
29/01/2020|0|0|Nepal
30/01/2020|0|0|Nepal
31/01/2020|0|0|Nepal
01/02/2020|0|0|Nepal
02/02/2020|0|0|Nepal
03/02/2020|0|0|Nepal
04/02/2020|0|0|Nepal
05/02/2020|0|0|Nepal
06/02/2020|0|0|Nepal
07/02/2020|0|0|Nepal
08/02/2020|0|0|Nepal
09/02/2020|0|0|Nepal
10/02/2020|0|0|Nepal
11/02/2020|0|0|Nepal
12/02/2020|0|0|Nepal
13/02/2020|0|0|Nepal
14/02/2020|0|0|Nepal
15/02/2020|0|0|Nepal
16/02/2020|0|0|Nepal
17/02/2020|0|0|Nepal
18/02/2020|0|0|Nepal
19/02/2020|0|0|Nepal
20/02/2020|0|0|Nepal
21/02/2020|0|0|Nepal
22/02/2020|0|0|Nepal
23/02/2020|0|0|Nepal
24/02/2020|0|0|Nepal
25/02/2020|0|0|Nepal
26/02/2020|0|0|Nepal
27/02/2020|0|0|Nepal
28/02/2020|0|0|Nepal
29/02/2020|0|0|Nepal
01/03/2020|0|0|Nepal
02/03/2020|0|0|Nepal
15/03/2020|0|0|Nepal
17/03/2020|0|0|Nepal
18/03/2020|0|0|Nepal
19/03/2020|0|0|Nepal
20/03/2020|0|0|Nepal
21/03/2020|0|0|Nepal
22/03/2020|0|0|Nepal
23/03/2020|0|0|Nepal
24/03/2020|1|0|Nepal
25/03/2020|1|0|Nepal
26/03/2020|0|0|Nepal
